Sample	serialized_eq_classes	num_mapped	frag_dist_length	num_bootstraps	call	num_libraries	library_types	end_time	samp_type	num_targets	percent_mapped	salmon_version	eq_class_properties	num_bias_bins	mapping_type	length_classes	num_processed	start_time	seq_bias_correct	gc_bias_correct
ERR1146635	False	5330385	1000001	100	quant	1	['IU']	Thu Oct 26 20:24:31 2017	bootstrap	129918	69.94935533792481	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	7620349	Thu Oct 26 20:11:29 2017	True	True
ERR1146636	False	3605961	1000001	100	quant	1	['IU']	Thu Oct 26 20:23:51 2017	bootstrap	129918	59.74800187497421	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6035283	Thu Oct 26 20:11:30 2017	True	True
ERR1146637	False	2675923	1000001	100	quant	1	['IU']	Thu Oct 26 20:28:07 2017	bootstrap	129918	59.96960645718236	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4462132	Thu Oct 26 20:11:32 2017	True	True
ERR1146638	False	2157619	1000001	100	quant	1	['IU']	Thu Oct 26 20:22:01 2017	bootstrap	129918	78.43873536466639	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2750706	Thu Oct 26 20:11:40 2017	True	True
ERR1146639	False	4356374	1000001	100	quant	1	['IU']	Thu Oct 26 20:19:28 2017	bootstrap	129918	89.5111254667288	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4866852	Thu Oct 26 20:12:13 2017	True	True
ERR1146640	False	4780860	1000001	100	quant	1	['IU']	Thu Oct 26 20:18:23 2017	bootstrap	129918	91.97161089309724	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5198191	Thu Oct 26 20:12:16 2017	True	True
ERR1146641	False	3198445	1000001	100	quant	1	['IU']	Thu Oct 26 20:25:55 2017	bootstrap	129918	88.06385861522192	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3631961	Thu Oct 26 20:12:34 2017	True	True
ERR1146642	False	3849263	1000001	100	quant	1	['IU']	Thu Oct 26 20:28:12 2017	bootstrap	129918	79.29228488725157	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4854524	Thu Oct 26 20:12:37 2017	True	True
ERR1146643	False	5236933	1000001	100	quant	1	['IU']	Thu Oct 26 20:19:59 2017	bootstrap	129918	86.85409834026446	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6029575	Thu Oct 26 20:12:38 2017	True	True
ERR1146644	False	3199806	1000001	100	quant	1	['IU']	Thu Oct 26 20:20:17 2017	bootstrap	129918	85.21810365972692	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3754843	Thu Oct 26 20:12:45 2017	True	True
ERR1146645	False	4730458	1000001	100	quant	1	['IU']	Thu Oct 26 20:22:41 2017	bootstrap	129918	87.16330444815952	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5427121	Thu Oct 26 20:12:45 2017	True	True
ERR1146646	False	5089382	1000001	100	quant	1	['IU']	Thu Oct 26 20:20:44 2017	bootstrap	129918	89.04998375384085	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5715197	Thu Oct 26 20:12:45 2017	True	True
ERR1146647	False	3498283	1000001	100	quant	1	['IU']	Thu Oct 26 20:23:01 2017	bootstrap	129918	78.57321418183444	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4452259	Thu Oct 26 20:12:48 2017	True	True
ERR1146648	False	5152481	1000001	100	quant	1	['IU']	Thu Oct 26 20:21:35 2017	bootstrap	129918	91.18533228305377	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5650559	Thu Oct 26 20:13:24 2017	True	True
ERR1146649	False	3719446	1000001	100	quant	1	['IU']	Thu Oct 26 20:22:47 2017	bootstrap	129918	83.55203865890685	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4451652	Thu Oct 26 20:13:24 2017	True	True
ERR1146650	False	4198828	1000001	100	quant	1	['IU']	Thu Oct 26 20:23:26 2017	bootstrap	129918	85.77046646010642	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4895424	Thu Oct 26 20:13:34 2017	True	True
ERR1146651	False	4146743	1000001	100	quant	1	['IU']	Thu Oct 26 20:23:11 2017	bootstrap	129918	83.03342067033569	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4994065	Thu Oct 26 20:13:52 2017	True	True
ERR1146652	False	4570670	1000001	100	quant	1	['IU']	Thu Oct 26 20:24:37 2017	bootstrap	129918	88.75974976138392	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5149485	Thu Oct 26 20:13:52 2017	True	True
ERR1146653	False	4604909	1000001	100	quant	1	['IU']	Thu Oct 26 20:23:33 2017	bootstrap	129918	84.42177549193843	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5454646	Thu Oct 26 20:14:55 2017	True	True
ERR1146654	False	5090179	1000001	100	quant	1	['IU']	Thu Oct 26 20:23:13 2017	bootstrap	129918	82.8072627061568	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6147020	Thu Oct 26 20:14:17 2017	True	True
ERR1146655	False	5180187	1000001	100	quant	1	['IU']	Thu Oct 26 20:21:46 2017	bootstrap	129918	90.37393570213827	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5731948	Thu Oct 26 20:14:34 2017	True	True
ERR1146656	False	4924377	1000001	100	quant	1	['IU']	Thu Oct 26 20:23:15 2017	bootstrap	129918	90.45253295460306	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5444156	Thu Oct 26 20:14:37 2017	True	True
ERR1146657	False	3934904	1000001	100	quant	1	['IU']	Thu Oct 26 20:23:04 2017	bootstrap	129918	88.97461210871131	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4422502	Thu Oct 26 20:14:37 2017	True	True
ERR1146658	False	4122287	1000001	100	quant	1	['IU']	Thu Oct 26 20:26:28 2017	bootstrap	129918	81.4760769134378	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5059506	Thu Oct 26 20:14:38 2017	True	True
ERR1146659	False	3470776	1000001	100	quant	1	['IU']	Thu Oct 26 20:22:15 2017	bootstrap	129918	84.71663130680481	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4096924	Thu Oct 26 20:14:43 2017	True	True
ERR1146660	False	5305578	1000001	100	quant	1	['IU']	Thu Oct 26 20:22:16 2017	bootstrap	129918	90.57484089671786	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5857673	Thu Oct 26 20:14:44 2017	True	True
ERR1146661	False	5004816	1000001	100	quant	1	['IU']	Thu Oct 26 20:24:03 2017	bootstrap	129918	92.4186072363937	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5415377	Thu Oct 26 20:14:58 2017	True	True
ERR1146662	False	4758454	1000001	100	quant	1	['IU']	Thu Oct 26 20:23:14 2017	bootstrap	129918	86.81317318031736	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5481258	Thu Oct 26 20:15:05 2017	True	True
ERR1146663	False	4092774	1000001	100	quant	1	['IU']	Thu Oct 26 20:32:04 2017	bootstrap	129918	89.3009074372148	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4583127	Thu Oct 26 20:15:11 2017	True	True
ERR1146664	False	4329966	1000001	100	quant	1	['IU']	Thu Oct 26 20:21:24 2017	bootstrap	129918	93.89381805186797	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4611556	Thu Oct 26 20:15:17 2017	True	True
ERR1146665	False	3332642	1000001	100	quant	1	['IU']	Thu Oct 26 20:27:10 2017	bootstrap	129918	86.32143879339039	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3860735	Thu Oct 26 20:15:18 2017	True	True
ERR1146666	False	4656093	1000001	100	quant	1	['IU']	Thu Oct 26 20:24:56 2017	bootstrap	129918	83.5616696494141	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5572044	Thu Oct 26 20:15:37 2017	True	True
ERR1146667	False	5413426	1000001	100	quant	1	['IU']	Thu Oct 26 20:24:54 2017	bootstrap	129918	84.19473598014449	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6429649	Thu Oct 26 20:16:00 2017	True	True
ERR1146668	False	4623037	1000001	100	quant	1	['IU']	Thu Oct 26 20:24:43 2017	bootstrap	129918	81.77143131051335	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5653609	Thu Oct 26 20:16:02 2017	True	True
ERR1146669	False	5130111	1000001	100	quant	1	['IU']	Thu Oct 26 20:23:54 2017	bootstrap	129918	89.92336696651574	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5704981	Thu Oct 26 20:16:25 2017	True	True
ERR1146670	False	5134573	1000001	100	quant	1	['IU']	Thu Oct 26 20:29:14 2017	bootstrap	129918	82.65787034368893	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6211838	Thu Oct 26 20:16:24 2017	True	True
ERR1146671	False	4868737	1000001	100	quant	1	['IU']	Thu Oct 26 20:25:58 2017	bootstrap	129918	85.54296715018302	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5691569	Thu Oct 26 20:16:35 2017	True	True
ERR1146672	False	5005101	1000001	100	quant	1	['IU']	Thu Oct 26 20:27:20 2017	bootstrap	129918	82.00751996240673	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6103222	Thu Oct 26 20:16:44 2017	True	True
ERR1146673	False	3474894	1000001	100	quant	1	['IU']	Thu Oct 26 20:25:40 2017	bootstrap	129918	85.79879260749867	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4050050	Thu Oct 26 20:16:48 2017	True	True
ERR1146674	False	2664686	1000001	100	quant	1	['IU']	Thu Oct 26 20:29:40 2017	bootstrap	129918	84.44107837467419	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3155675	Thu Oct 26 20:16:51 2017	True	True
ERR1146675	False	3645675	1000001	100	quant	1	['IU']	Thu Oct 26 20:31:50 2017	bootstrap	129918	83.69706308694755	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4355798	Thu Oct 26 20:16:51 2017	True	True
ERR1146676	False	3313386	1000001	100	quant	1	['IU']	Thu Oct 26 20:25:59 2017	bootstrap	129918	82.83135745354122	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4000159	Thu Oct 26 20:17:06 2017	True	True
ERR1146677	False	3838462	1000001	100	quant	1	['IU']	Thu Oct 26 20:29:44 2017	bootstrap	129918	82.99126080507834	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4625140	Thu Oct 26 20:17:42 2017	True	True
ERR1146678	False	5066152	1000001	100	quant	1	['IU']	Thu Oct 26 20:25:31 2017	bootstrap	129918	87.05552707825089	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5819449	Thu Oct 26 20:17:45 2017	True	True
ERR1146679	False	3752341	1000001	100	quant	1	['IU']	Thu Oct 26 20:27:54 2017	bootstrap	129918	86.38407307170608	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4343788	Thu Oct 26 20:17:49 2017	True	True
ERR1146680	False	4607389	1000001	100	quant	1	['IU']	Thu Oct 26 20:27:27 2017	bootstrap	129918	89.05454173641888	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5173671	Thu Oct 26 20:18:00 2017	True	True
ERR1146681	False	4072002	1000001	100	quant	1	['IU']	Thu Oct 26 20:28:16 2017	bootstrap	129918	83.23714664346167	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4892049	Thu Oct 26 20:18:02 2017	True	True
ERR1146682	False	3910330	1000001	100	quant	1	['IU']	Thu Oct 26 20:29:26 2017	bootstrap	129918	80.87629411832837	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4834952	Thu Oct 26 20:18:16 2017	True	True
ERR1146683	False	3800570	1000001	100	quant	1	['IU']	Thu Oct 26 20:28:04 2017	bootstrap	129918	87.88961055479164	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4324254	Thu Oct 26 20:18:18 2017	True	True
ERR1146684	False	5720254	1000001	100	quant	1	['IU']	Thu Oct 26 20:27:52 2017	bootstrap	129918	92.06566050235038	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6213233	Thu Oct 26 20:18:20 2017	True	True
ERR1146685	False	6033254	1000001	100	quant	1	['IU']	Thu Oct 26 20:27:22 2017	bootstrap	129918	87.57553852406666	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6889200	Thu Oct 26 20:18:47 2017	True	True
ERR1146686	False	3979488	1000001	100	quant	1	['IU']	Thu Oct 26 20:30:19 2017	bootstrap	129918	90.7811306989883	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4383607	Thu Oct 26 20:18:47 2017	True	True
ERR1146687	False	6453401	1000001	100	quant	1	['IU']	Thu Oct 26 20:30:09 2017	bootstrap	129918	93.54781941884511	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6898505	Thu Oct 26 20:19:08 2017	True	True
